ID,Smith Waterman (Simmetrics) - #clusters,Smith Waterman (Simmetrics) - average cluster size,Smith Waterman (Simmetrics) - % correct clusters,Smith Waterman (Simmetrics) - % features in a correct cluster,Levenshtein (Simmetrics) - #clusters,Levenshtein (Simmetrics) - average cluster size,Levenshtein (Simmetrics) - % correct clusters,Levenshtein (Simmetrics) - % features in a correct cluster,Wu & Palmer (WordNet) - #clusters,Wu & Palmer (WordNet) - average cluster size,Wu & Palmer (WordNet) - % correct clusters,Wu & Palmer (WordNet) - % features in a correct cluster,Path Length (WordNet) - #clusters,Path Length (WordNet) - average cluster size,Path Length (WordNet) - % correct clusters,Path Length (WordNet) - % features in a correct cluster,Wikipedia Miner metric (db_wikipedia) - #clusters,Wikipedia Miner metric (db_wikipedia) - average cluster size,Wikipedia Miner metric (db_wikipedia) - % correct clusters,Wikipedia Miner metric (db_wikipedia) - % features in a correct cluster,Wikipedia Miner metric (db_wiktionary) - #clusters,Wikipedia Miner metric (db_wiktionary) - average cluster size,Wikipedia Miner metric (db_wiktionary) - % correct clusters,Wikipedia Miner metric (db_wiktionary) - % features in a correct cluster,Transitive reduction metric - #clusters,Transitive reduction metric - average cluster size,Transitive reduction metric - % correct clusters,Transitive reduction metric - % features in a correct cluster
REAL-FM-20,9,4.555555555555555,0.3333333333333333,0.1590909090909091,13,3.230769230769231,0.46153846153846156,0.36363636363636365,5,3.8,0.4,0.13636363636363635,6,4.833333333333333,0.5,0.20454545454545456,8,4.25,0.5,0.25,9,3.6666666666666665,0.4444444444444444,0.2727272727272727,4,2.75,0.25,0.045454545454545456
model_20130621_2143921379,7,2.5714285714285716,0.2857142857142857,0.13793103448275862,7,2.5714285714285716,0.2857142857142857,0.13793103448275862,3,2.3333333333333335,0.6666666666666666,0.13793103448275862,6,2.1666666666666665,0.5,0.20689655172413793,7,2.4285714285714284,0.2857142857142857,0.13793103448275862,4,2.0,0.5,0.13793103448275862,3,2.6666666666666665,0.6666666666666666,0.1724137931034483
model_20120905_104354355,2,2.0,0.5,0.15384615384615385,3,2.0,0.6666666666666666,0.3076923076923077,2,2.5,1.0,0.38461538461538464,0,0,N/A,0,0,0,N/A,0,1,2.0,1.0,0.15384615384615385,1,3.0,0.0,0.0
model_20120829_1418879889,2,3.0,0.5,0.2,3,2.0,0.6666666666666666,0.4,1,2.0,1.0,0.2,1,2.0,1.0,0.2,1,2.0,1.0,0.2,2,2.0,1.0,0.4,1,3.0,0.0,0.0
model_20111020_455520177,2,5.0,0.5,0.36363636363636365,2,5.0,0.5,0.36363636363636365,1,6.0,0.0,0.0,3,3.3333333333333335,0.6666666666666666,0.36363636363636365,2,5.0,0.5,0.36363636363636365,2,3.5,0.5,0.18181818181818182,1,3.0,0.0,0.0
model_20110214_751339643,15,3.2,0.4,0.39285714285714285,10,3.8,0.5,0.25,8,4.375,0.25,0.08928571428571429,9,3.6666666666666665,0.7777777777777778,0.48214285714285715,11,3.090909090909091,0.7272727272727273,0.4642857142857143,11,3.272727272727273,0.5454545454545454,0.4107142857142857,4,2.75,0.0,0.0
model_20091210_993249741,8,2.25,0.75,0.4482758620689655,9,2.0,0.7777777777777778,0.4827586206896552,4,2.0,1.0,0.27586206896551724,2,3.0,1.0,0.20689655172413793,5,2.0,1.0,0.3448275862068966,5,2.6,1.0,0.4482758620689655,3,2.6666666666666665,0.3333333333333333,0.06896551724137931
model_20131124_646639708,5,3.0,0.4,0.25,5,2.4,1.0,0.75,4,2.75,0.5,0.3125,4,2.5,0.5,0.25,4,2.5,0.75,0.4375,4,2.5,1.0,0.625,2,2.5,1.0,0.3125
model_20101110_1749898936,5,2.2,0.4,0.21052631578947367,5,2.6,0.4,0.21052631578947367,5,2.4,0.2,0.10526315789473684,5,2.4,0.0,0.0,5,2.4,0.2,0.15789473684210525,4,2.0,0.25,0.10526315789473684,3,3.0,0.0,0.0
model_20091129_1734444143,2,4.5,0.5,0.16666666666666666,2,3.5,0.5,0.3333333333333333,1,3.0,1.0,0.25,1,5.0,0.0,0.0,2,3.5,0.5,0.16666666666666666,1,5.0,0.0,0.0,1,3.0,0.0,0.0
model_20121017_2007593800,2,3.5,1.0,0.7,2,4.0,0.5,0.3,2,3.5,1.0,0.7,2,3.5,1.0,0.7,1,3.0,1.0,0.3,0,0,N/A,0,1,3.0,0.0,0.0
REAL-FM-2,7,2.2857142857142856,0.2857142857142857,0.17391304347826086,5,2.4,0.4,0.17391304347826086,7,2.2857142857142856,0.5714285714285714,0.34782608695652173,3,2.0,0.6666666666666666,0.17391304347826086,4,3.5,0.5,0.21739130434782608,7,2.142857142857143,0.7142857142857143,0.4782608695652174,1,3.0,0.0,0.0
model_20120728_275737618,4,2.5,0.75,0.42857142857142855,3,2.3333333333333335,0.6666666666666666,0.35714285714285715,2,4.0,1.0,0.5714285714285714,2,2.0,1.0,0.2857142857142857,2,3.0,1.0,0.42857142857142855,2,3.5,1.0,0.5,1,3.0,0.0,0.0
model_20130418_1158438101,5,2.4,0.8,0.5263157894736842,4,2.25,1.0,0.47368421052631576,2,2.0,1.0,0.21052631578947367,3,2.3333333333333335,0.6666666666666666,0.21052631578947367,5,2.2,0.8,0.42105263157894735,3,2.0,1.0,0.3157894736842105,1,3.0,0.0,0.0
model_20120124_94644767,3,2.3333333333333335,0.6666666666666666,0.3333333333333333,2,2.5,0.5,0.16666666666666666,0,0,N/A,0,1,2.0,1.0,0.16666666666666666,1,2.0,1.0,0.16666666666666666,1,2.0,1.0,0.16666666666666666,1,3.0,0.0,0.0
model_20110525_928187171,3,3.3333333333333335,0.6666666666666666,0.2857142857142857,4,2.75,0.75,0.42857142857142855,4,2.25,0.25,0.14285714285714285,3,3.0,0.0,0.0,5,2.0,0.2,0.14285714285714285,2,5.0,0.0,0.0,1,3.0,0.0,0.0
model_20121219_1714348674,1,3.0,0.0,0.0,2,2.0,1.0,0.4,2,2.0,1.0,0.4,0,0,N/A,0,2,2.0,1.0,0.4,3,2.0,0.6666666666666666,0.4,2,3.0,1.0,0.6
model_20131217_806985744,2,3.5,0.5,0.2727272727272727,3,3.0,0.6666666666666666,0.6363636363636364,2,2.5,1.0,0.45454545454545453,1,3.0,1.0,0.2727272727272727,1,3.0,1.0,0.2727272727272727,1,4.0,0.0,0.0,1,3.0,0.0,0.0
model_20120202_114979109,6,3.0,0.6666666666666666,0.5,6,2.6666666666666665,0.8333333333333334,0.6363636363636364,3,2.0,0.6666666666666666,0.18181818181818182,5,2.2,0.8,0.4090909090909091,4,2.25,0.75,0.3181818181818182,2,2.0,1.0,0.18181818181818182,1,3.0,0.0,0.0
model_20120328_810464459,3,3.6666666666666665,0.6666666666666666,0.23529411764705882,4,3.5,0.75,0.47058823529411764,3,2.0,1.0,0.35294117647058826,4,2.75,1.0,0.6470588235294118,4,3.25,1.0,0.7647058823529411,3,4.0,0.6666666666666666,0.4117647058823529,1,3.0,0.0,0.0
model_20120328_1373483522,3,2.6666666666666665,0.6666666666666666,0.38461538461538464,3,3.3333333333333335,0.3333333333333333,0.15384615384615385,3,2.6666666666666665,0.6666666666666666,0.38461538461538464,4,2.25,1.0,0.6923076923076923,4,2.25,1.0,0.6923076923076923,3,2.3333333333333335,1.0,0.5384615384615384,3,2.6666666666666665,0.6666666666666666,0.38461538461538464
model_20131122_913576973,6,3.5,0.6666666666666666,0.391304347826087,7,3.0,0.5714285714285714,0.391304347826087,5,3.8,0.2,0.13043478260869565,6,3.3333333333333335,0.5,0.30434782608695654,4,4.0,0.5,0.2608695652173913,5,3.4,0.6,0.34782608695652173,4,2.75,0.75,0.34782608695652173
REAL-FM-19,7,4.0,0.2857142857142857,0.2,8,3.25,0.625,0.5333333333333333,6,2.6666666666666665,0.8333333333333334,0.4666666666666667,7,3.4285714285714284,0.7142857142857143,0.6,7,3.2857142857142856,0.7142857142857143,0.5666666666666667,7,3.2857142857142856,0.8571428571428571,0.7,4,2.75,0.75,0.26666666666666666
model_20130122_243381566,5,2.6,1.0,0.9285714285714286,3,3.6666666666666665,1.0,0.7857142857142857,1,3.0,1.0,0.21428571428571427,3,3.0,1.0,0.6428571428571429,4,2.75,1.0,0.7857142857142857,3,3.0,1.0,0.6428571428571429,1,3.0,1.0,0.21428571428571427
model_20110601_1103941862,3,2.6666666666666665,0.0,0.0,2,3.5,0.0,0.0,1,3.0,0.0,0.0,1,3.0,1.0,0.25,2,3.0,0.5,0.16666666666666666,1,4.0,0.0,0.0,2,3.0,0.5,0.25
model_20110622_260389190,3,2.0,1.0,0.5,5,2.0,0.8,0.6666666666666666,5,2.2,0.6,0.5,3,2.0,0.6666666666666666,0.3333333333333333,1,3.0,0.0,0.0,2,3.0,0.5,0.16666666666666666,1,3.0,0.0,0.0
model_20131210_413521746,3,2.3333333333333335,0.6666666666666666,0.3076923076923077,1,3.0,0.0,0.0,1,3.0,0.0,0.0,2,2.0,1.0,0.3076923076923077,3,2.3333333333333335,1.0,0.5384615384615384,3,2.0,1.0,0.46153846153846156,2,3.0,0.5,0.23076923076923078
model_20100719_944437142,10,2.2,0.4,0.3103448275862069,7,2.2857142857142856,0.42857142857142855,0.2413793103448276,6,3.1666666666666665,0.5,0.3448275862068966,4,2.25,1.0,0.3103448275862069,6,2.8333333333333335,0.8333333333333334,0.4482758620689655,4,3.5,0.75,0.41379310344827586,3,2.6666666666666665,0.0,0.0
model_20100625_251719781,4,2.25,0.25,0.125,3,2.0,0.0,0.0,3,2.0,0.6666666666666666,0.25,2,2.0,0.5,0.125,4,2.75,0.75,0.375,4,2.0,0.75,0.375,5,2.4,1.0,0.75
model_20130116_382639902,6,4.666666666666667,0.5,0.2903225806451613,6,4.5,0.5,0.3225806451612903,8,3.0,0.625,0.41935483870967744,6,4.0,0.6666666666666666,0.5483870967741935,6,4.333333333333333,0.5,0.22580645161290322,6,3.3333333333333335,0.6666666666666666,0.41935483870967744,7,2.2857142857142856,0.0,0.0
connector_fm,5,2.2,0.8,0.45,5,2.6,0.6,0.35,4,2.0,0.5,0.2,2,2.0,1.0,0.2,3,2.6666666666666665,0.0,0.0,4,2.0,0.75,0.3,5,2.4,0.8,0.45
model_20110519_1142211980,3,2.6666666666666665,1.0,0.8,2,4.5,0.5,0.4,2,3.0,0.5,0.2,3,2.0,1.0,0.6,3,2.3333333333333335,0.6666666666666666,0.4,3,2.0,1.0,0.6,1,3.0,0.0,0.0
model_20091109_376438407,4,2.0,0.75,0.2727272727272727,5,2.2,0.2,0.09090909090909091,1,2.0,1.0,0.09090909090909091,3,2.0,0.3333333333333333,0.09090909090909091,2,2.5,0.0,0.0,2,2.0,1.0,0.18181818181818182,2,2.5,0.5,0.09090909090909091
model_20130125_189285641,4,3.0,0.5,0.3333333333333333,4,3.25,0.25,0.16666666666666666,2,2.5,0.5,0.16666666666666666,3,2.6666666666666665,0.6666666666666666,0.2777777777777778,4,2.25,0.5,0.2777777777777778,4,3.0,0.75,0.3888888888888889,2,3.0,0.5,0.16666666666666666
movies_app_fm,2,2.0,0.0,0.0,2,2.5,0.5,0.15384615384615385,1,2.0,1.0,0.15384615384615385,0,0,N/A,0,1,3.0,0.0,0.0,1,3.0,0.0,0.0,3,2.3333333333333335,0.6666666666666666,0.3076923076923077
model_20100216_713947806,1,2.0,1.0,0.16666666666666666,1,2.0,1.0,0.16666666666666666,1,2.0,0.0,0.0,1,2.0,0.0,0.0,1,2.0,1.0,0.16666666666666666,0,0,N/A,0,1,3.0,1.0,0.25
model_20131129_2135897376,3,2.0,1.0,0.6,3,2.0,0.3333333333333333,0.2,1,2.0,1.0,0.2,0,0,N/A,0,1,3.0,0.0,0.0,0,0,N/A,0,2,2.5,0.0,0.0
model_20130305_204544380,3,2.3333333333333335,0.3333333333333333,0.15384615384615385,2,2.0,0.5,0.15384615384615385,2,2.0,0.5,0.15384615384615385,0,0,N/A,0,2,2.5,1.0,0.38461538461538464,1,3.0,1.0,0.23076923076923078,3,2.6666666666666665,1.0,0.6153846153846154
cfdp_library_fm,4,3.0,1.0,0.9230769230769231,4,2.5,0.5,0.46153846153846156,2,2.0,0.0,0.0,4,2.5,0.5,0.46153846153846156,4,2.5,0.5,0.46153846153846156,4,2.5,0.5,0.3076923076923077,2,3.0,0.0,0.0
model_20130422_1348727660,3,2.3333333333333335,0.6666666666666666,0.2631578947368421,4,2.25,0.75,0.3684210526315789,1,3.0,1.0,0.15789473684210525,1,2.0,1.0,0.10526315789473684,1,3.0,0.0,0.0,1,2.0,1.0,0.10526315789473684,3,3.0,0.6666666666666666,0.3157894736842105
model_20120528_1294065815,4,2.25,0.75,0.5384615384615384,3,2.6666666666666665,0.6666666666666666,0.38461538461538464,0,0,N/A,0,2,2.0,1.0,0.3076923076923077,3,2.0,1.0,0.46153846153846156,3,2.0,1.0,0.46153846153846156,1,3.0,0.0,0.0
model_20120113_1950870026,0,0,N/A,0,1,2.0,1.0,0.2,1,2.0,0.0,0.0,1,2.0,0.0,0.0,2,2.0,0.5,0.2,2,2.0,0.5,0.2,1,3.0,0.0,0.0
REAL-FM-8,5,2.2,0.2,0.11764705882352941,3,2.3333333333333335,0.0,0.0,2,3.0,0.0,0.0,2,2.5,0.5,0.11764705882352941,2,3.0,0.0,0.0,2,3.0,0.0,0.0,1,3.0,0.0,0.0
model_20120822_650185552,6,2.8333333333333335,0.5,0.32,5,2.8,0.4,0.2,2,4.0,0.5,0.12,2,2.5,1.0,0.2,4,3.25,0.5,0.16,4,2.25,1.0,0.36,4,2.5,0.25,0.08
model_20101120_2091447559,6,3.0,0.6666666666666666,0.45,6,2.6666666666666665,0.6666666666666666,0.45,2,3.0,0.5,0.1,4,2.75,0.5,0.25,4,2.5,0.5,0.2,4,2.75,0.75,0.35,1,3.0,0.0,0.0
model_20120722_2065280700,3,2.3333333333333335,0.3333333333333333,0.15384615384615385,5,2.0,1.0,0.7692307692307693,1,2.0,1.0,0.15384615384615385,2,2.0,1.0,0.3076923076923077,3,2.0,0.6666666666666666,0.3076923076923077,2,2.0,1.0,0.3076923076923077,3,2.6666666666666665,1.0,0.6153846153846154
model_20111214_733452875,4,2.25,0.25,0.13333333333333333,4,2.0,0.75,0.4,2,2.0,0.0,0.0,1,2.0,1.0,0.13333333333333333,2,3.0,0.5,0.13333333333333333,3,2.0,0.6666666666666666,0.26666666666666666,1,3.0,0.0,0.0
model_20130115_768867592,2,3.0,1.0,0.5454545454545454,2,2.5,1.0,0.45454545454545453,0,0,N/A,0,0,0,N/A,0,1,6.0,0.0,0.0,0,0,N/A,0,1,3.0,0.0,0.0
